0,0,1567296616660166311
-1,-1,8881963901064252553
1,1,7983377989638175021
0,-1,-193441105730323074
1,0,-7041648448082593952
1,-1,6277656835945903568
-2,-1,773534111905807977
-2,0,-7891316739009485474
-2,1,4117710849714816413
-1,-2,2401452474338591445
-2,-2,-6006844501310888411
0,-2,642239049861994573
-3,-2,-2959913072054568801
-3,-1,-2371574378520501144
-3,0,-4038286603451980094
-2,-3,-9182947322362421368
-3,-3,5085232520875439499
-1,-3,1626790904333101312
-4,-3,4389646405447045698
-4,-2,5607259390819938610
-4,-1,5334956648769918808
